Skip to feedback
Index of /data/realtime2/
[ICO]	Name	Last modified	Size	Description
[TXT]	42035.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	42035.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	42035.txt	2025-06-10 20:25	601K	Standard Meteorological Data
[TXT]	42036.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	42036.spec	2025-06-10 20:10	149K	Spectral Wave Summary Data
[TXT]	42036.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	42036.swdir	2025-06-10 20:15	1.2M	Spectral Wave Data (alpha1)
[TXT]	42036.swdir2	2025-06-10 20:15	1.2M	Spectral Wave Data (alpha2)
[TXT]	42036.swr1	2025-06-10 20:15	1.2M	Spectral Wave Data (r1)
[TXT]	42036.swr2	2025-06-10 20:15	1.2M	Spectral Wave Data (r2)
[TXT]	42036.txt	2025-06-10 20:20	600K	Standard Meteorological Data
[TXT]	42040.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	42040.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	42040.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	42040.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	42055.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	42055.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	42055.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	42055.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	42055.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	42055.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	42055.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	42055.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	42056.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	42056.spec	2025-06-10 20:10	149K	Spectral Wave Summary Data
[TXT]	42056.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	42056.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	42056.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	42056.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	42056.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	42056.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	42057.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	42057.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	42057.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	42057.swdir	2025-06-10 20:15	1.3M	Spectral Wave Data (alpha1)
[TXT]	42057.swdir2	2025-06-10 20:15	1.3M	Spectral Wave Data (alpha2)
[TXT]	42057.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	42057.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	42057.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	42058.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	42058.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	42058.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	42058.swdir	2025-06-10 20:15	1.3M	Spectral Wave Data (alpha1)
[TXT]	42058.swdir2	2025-06-10 20:15	1.3M	Spectral Wave Data (alpha2)
[TXT]	42058.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	42058.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	42058.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	42059.data_spec	2025-05-09 16:04	1.1M	Raw Spectral Wave Data
[TXT]	42059.spec	2025-05-09 16:04	118K	Spectral Wave Summary Data
[TXT]	42059.supl	2025-05-09 16:06	242K	Supplemental Measurements Data
[TXT]	42059.swdir	2025-05-09 16:07	1.0M	Spectral Wave Data (alpha1)
[TXT]	42059.swdir2	2025-05-09 16:07	1.1M	Spectral Wave Data (alpha2)
[TXT]	42059.swr1	2025-05-09 16:08	1.0M	Spectral Wave Data (r1)
[TXT]	42059.swr2	2025-05-09 16:08	1.0M	Spectral Wave Data (r2)
[TXT]	42059.txt	2025-05-09 16:09	475K	Standard Meteorological Data
[TXT]	42060.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	42060.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	42060.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	42060.swdir	2025-06-10 20:15	1.3M	Spectral Wave Data (alpha1)
[TXT]	42060.swdir2	2025-06-10 20:15	1.3M	Spectral Wave Data (alpha2)
[TXT]	42060.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	42060.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	42060.txt	2025-06-10 20:20	602K	Standard Meteorological Data
[TXT]	42067.txt	2025-06-10 20:15	568K	Standard Meteorological Data
[TXT]	42084.adcp	2025-06-10 20:15	68K	Acoustic Doppler Current Profiler Data
[TXT]	42084.data_spec	2025-06-10 20:20	1.4M	Raw Spectral Wave Data
[TXT]	42084.spec	2025-06-10 20:15	141K	Spectral Wave Summary Data
[TXT]	42084.swdir	2025-06-10 20:20	1.3M	Spectral Wave Data (alpha1)
[TXT]	42084.swdir2	2025-06-10 20:20	1.3M	Spectral Wave Data (alpha2)
[TXT]	42084.swr1	2025-06-10 20:20	1.2M	Spectral Wave Data (r1)
[TXT]	42084.swr2	2025-06-10 20:20	1.2M	Spectral Wave Data (r2)
[TXT]	42084.txt	2025-06-10 20:20	187K	Standard Meteorological Data
[TXT]	42085.adcp	2025-06-10 19:30	268K	Acoustic Doppler Current Profiler Data
[TXT]	42085.ocean	2025-06-10 20:25	87K	Oceanographic Data
[TXT]	42085.spec	2025-06-10 20:25	75K	Spectral Wave Summary Data
[TXT]	42085.txt	2025-06-10 20:25	585K	Standard Meteorological Data
[TXT]	42091.data_spec	2025-05-16 03:05	972K	Raw Spectral Wave Data
[TXT]	42091.spec	2025-05-16 03:05	148K	Spectral Wave Summary Data
[TXT]	42091.swdir	2025-05-16 03:05	950K	Spectral Wave Data (alpha1)
[TXT]	42091.swdir2	2025-05-16 03:05	946K	Spectral Wave Data (alpha2)
[TXT]	42091.swr1	2025-05-16 03:05	891K	Spectral Wave Data (r1)
[TXT]	42091.swr2	2025-05-16 03:05	891K	Spectral Wave Data (r2)
[TXT]	42091.txt	2025-05-16 03:10	197K	Standard Meteorological Data
[TXT]	42092.data_spec	2025-06-10 20:25	952K	Raw Spectral Wave Data
[TXT]	42092.spec	2025-06-10 20:25	95K	Spectral Wave Summary Data
[TXT]	42092.swdir	2025-06-10 20:25	942K	Spectral Wave Data (alpha1)
[TXT]	42092.swdir2	2025-06-10 20:25	939K	Spectral Wave Data (alpha2)
[TXT]	42092.swr1	2025-06-10 20:25	881K	Spectral Wave Data (r1)
[TXT]	42092.swr2	2025-06-10 20:25	881K	Spectral Wave Data (r2)
[TXT]	42092.txt	2025-06-10 20:25	128K	Standard Meteorological Data
[TXT]	42095.adcp	2025-06-10 20:25	72K	Acoustic Doppler Current Profiler Data
[TXT]	42095.data_spec	2025-06-10 20:25	1.5M	Raw Spectral Wave Data
[TXT]	42095.spec	2025-06-10 20:25	150K	Spectral Wave Summary Data
[TXT]	42095.swdir	2025-06-10 20:25	1.3M	Spectral Wave Data (alpha1)
[TXT]	42095.swdir2	2025-06-10 20:25	1.3M	Spectral Wave Data (alpha2)
[TXT]	42095.swr1	2025-06-10 20:25	1.3M	Spectral Wave Data (r1)
[TXT]	42095.swr2	2025-06-10 20:25	1.3M	Spectral Wave Data (r2)
[TXT]	42095.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	42097.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	42097.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	42097.swdir	2025-06-10 20:10	971K	Spectral Wave Data (alpha1)
[TXT]	42097.swdir2	2025-06-10 20:10	969K	Spectral Wave Data (alpha2)
[TXT]	42097.swr1	2025-06-10 20:10	912K	Spectral Wave Data (r1)
[TXT]	42097.swr2	2025-06-10 20:10	911K	Spectral Wave Data (r2)
[TXT]	42097.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	42098.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	42098.spec	2025-06-10 20:05	150K	Spectral Wave Summary Data
[TXT]	42098.swdir	2025-06-10 20:10	920K	Spectral Wave Data (alpha1)
[TXT]	42098.swdir2	2025-06-10 20:10	919K	Spectral Wave Data (alpha2)
[TXT]	42098.swr1	2025-06-10 20:10	858K	Spectral Wave Data (r1)
[TXT]	42098.swr2	2025-06-10 20:10	858K	Spectral Wave Data (r2)
[TXT]	42098.txt	2025-06-10 20:10	201K	Standard Meteorological Data
[TXT]	42099.adcp	2025-06-10 20:20	45K	Acoustic Doppler Current Profiler Data
[TXT]	42099.data_spec	2025-06-10 20:25	1.5M	Raw Spectral Wave Data
[TXT]	42099.spec	2025-06-10 20:20	150K	Spectral Wave Summary Data
[TXT]	42099.swdir	2025-06-10 20:25	1.4M	Spectral Wave Data (alpha1)
[TXT]	42099.swdir2	2025-06-10 20:25	1.4M	Spectral Wave Data (alpha2)
[TXT]	42099.swr1	2025-06-10 20:25	1.3M	Spectral Wave Data (r1)
[TXT]	42099.swr2	2025-06-10 20:25	1.3M	Spectral Wave Data (r2)
[TXT]	42099.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	42354.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	42354.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	42354.swdir	2025-06-10 20:10	946K	Spectral Wave Data (alpha1)
[TXT]	42354.swdir2	2025-06-10 20:10	945K	Spectral Wave Data (alpha2)
[TXT]	42354.swr1	2025-06-10 20:10	887K	Spectral Wave Data (r1)
[TXT]	42354.swr2	2025-06-10 20:10	887K	Spectral Wave Data (r2)
[TXT]	42354.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	42407.dart	2025-06-10 18:25	126K	Water Column Height (DART) Data
[TXT]	42409.dart	2025-06-10 18:20	132K	Water Column Height (DART) Data
[TXT]	43412.dart	2025-06-10 18:25	133K	Water Column Height (DART) Data
[TXT]	43413.dart	2025-06-10 18:25	133K	Water Column Height (DART) Data
[TXT]	44007.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	44007.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44007.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	44007.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	44007.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	44007.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	44007.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	44007.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	44008.data_spec	2025-06-10 20:15	1.0M	Raw Spectral Wave Data
[TXT]	44008.spec	2025-06-10 20:10	104K	Spectral Wave Summary Data
[TXT]	44008.supl	2025-06-10 20:20	213K	Supplemental Measurements Data
[TXT]	44008.swdir	2025-06-10 20:15	1.0M	Spectral Wave Data (alpha1)
[TXT]	44008.swdir2	2025-06-10 20:15	972K	Spectral Wave Data (alpha2)
[TXT]	44008.swr1	2025-06-10 20:15	944K	Spectral Wave Data (r1)
[TXT]	44008.swr2	2025-06-10 20:15	944K	Spectral Wave Data (r2)
[TXT]	44008.txt	2025-06-10 20:20	417K	Standard Meteorological Data
[TXT]	44009.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	44009.spec	2025-06-10 20:15	149K	Spectral Wave Summary Data
[TXT]	44009.supl	2025-06-10 20:20	304K	Supplemental Measurements Data
[TXT]	44009.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	44009.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	44009.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	44009.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	44009.txt	2025-06-10 20:20	596K	Standard Meteorological Data
[TXT]	44011.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	44011.spec	2025-06-10 20:10	149K	Spectral Wave Summary Data
[TXT]	44011.supl	2025-06-10 20:20	304K	Supplemental Measurements Data
[TXT]	44011.swdir	2025-06-10 20:15	937K	Spectral Wave Data (alpha1)
[TXT]	44011.swdir2	2025-06-10 20:15	935K	Spectral Wave Data (alpha2)
[TXT]	44011.swr1	2025-06-10 20:15	909K	Spectral Wave Data (r1)
[TXT]	44011.swr2	2025-06-10 20:15	909K	Spectral Wave Data (r2)
[TXT]	44011.txt	2025-06-10 20:20	596K	Standard Meteorological Data
[TXT]	44013.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	44013.spec	2025-06-10 20:10	149K	Spectral Wave Summary Data
[TXT]	44013.supl	2025-06-10 20:15	307K	Supplemental Measurements Data
[TXT]	44013.swdir	2025-06-10 20:15	1.2M	Spectral Wave Data (alpha1)
[TXT]	44013.swdir2	2025-06-10 20:15	1.2M	Spectral Wave Data (alpha2)
[TXT]	44013.swr1	2025-06-10 20:15	1.2M	Spectral Wave Data (r1)
[TXT]	44013.swr2	2025-06-10 20:15	1.2M	Spectral Wave Data (r2)
[TXT]	44013.txt	2025-06-10 20:15	601K	Standard Meteorological Data
[TXT]	44014.data_spec	2025-06-10 20:05	1.4M	Raw Spectral Wave Data
[TXT]	44014.spec	2025-06-10 20:00	148K	Spectral Wave Summary Data
[TXT]	44014.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	44014.swdir	2025-06-10 20:05	1.3M	Spectral Wave Data (alpha1)
[TXT]	44014.swdir2	2025-06-10 20:05	1.3M	Spectral Wave Data (alpha2)
[TXT]	44014.swr1	2025-06-10 20:05	1.3M	Spectral Wave Data (r1)
[TXT]	44014.swr2	2025-06-10 20:05	1.3M	Spectral Wave Data (r2)
[TXT]	44014.txt	2025-06-10 20:20	602K	Standard Meteorological Data
[TXT]	44020.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	44020.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44020.supl	2025-06-10 20:15	307K	Supplemental Measurements Data
[TXT]	44020.swdir	2025-06-10 20:15	1.0M	Spectral Wave Data (alpha1)
[TXT]	44020.swdir2	2025-06-10 20:15	1.0M	Spectral Wave Data (alpha2)
[TXT]	44020.swr1	2025-06-10 20:15	1.0M	Spectral Wave Data (r1)
[TXT]	44020.swr2	2025-06-10 20:15	1.0M	Spectral Wave Data (r2)
[TXT]	44020.txt	2025-06-10 20:15	600K	Standard Meteorological Data
[TXT]	44025.data_spec	2025-06-04 00:15	1.0M	Raw Spectral Wave Data
[TXT]	44025.spec	2025-06-04 00:15	104K	Spectral Wave Summary Data
[TXT]	44025.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	44025.swdir	2025-06-04 00:15	1.0M	Spectral Wave Data (alpha1)
[TXT]	44025.swdir2	2025-06-04 00:15	1.0M	Spectral Wave Data (alpha2)
[TXT]	44025.swr1	2025-06-04 00:15	939K	Spectral Wave Data (r1)
[TXT]	44025.swr2	2025-06-04 00:15	939K	Spectral Wave Data (r2)
[TXT]	44025.txt	2025-06-10 20:20	602K	Standard Meteorological Data
[TXT]	44027.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	44027.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44027.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	44027.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	44027.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	44027.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	44027.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	44027.txt	2025-06-10 20:20	602K	Standard Meteorological Data
[TXT]	44029.adcp	2025-06-03 12:15	275K	Acoustic Doppler Current Profiler Data
[TXT]	44029.txt	2025-06-10 20:05	267K	Standard Meteorological Data
[TXT]	44030.adcp	2025-06-03 12:15	256K	Acoustic Doppler Current Profiler Data
[TXT]	44030.ocean	2025-06-03 12:15	83K	Oceanographic Data
[TXT]	44030.txt	2025-06-10 20:05	267K	Standard Meteorological Data
[TXT]	44032.txt	2025-06-10 20:05	261K	Standard Meteorological Data
[TXT]	44033.adcp	2025-06-03 12:15	453K	Acoustic Doppler Current Profiler Data
[TXT]	44033.ocean	2025-05-27 17:15	13K	Oceanographic Data
[TXT]	44033.txt	2025-06-10 20:05	267K	Standard Meteorological Data
[TXT]	44034.adcp	2025-06-03 12:15	422K	Acoustic Doppler Current Profiler Data
[TXT]	44034.txt	2025-06-10 20:05	267K	Standard Meteorological Data
[TXT]	44042.adcp	2025-06-10 20:20	291K	Acoustic Doppler Current Profiler Data
[TXT]	44042.ocean	2025-06-10 20:20	674K	Oceanographic Data
[TXT]	44042.txt	2025-06-10 20:20	779K	Standard Meteorological Data
[TXT]	44056.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	44056.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44056.swdir	2025-06-10 20:10	956K	Spectral Wave Data (alpha1)
[TXT]	44056.swdir2	2025-06-10 20:10	957K	Spectral Wave Data (alpha2)
[TXT]	44056.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	44056.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	44056.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	44058.adcp	2025-06-10 20:20	293K	Acoustic Doppler Current Profiler Data
[TXT]	44058.txt	2025-06-10 20:20	783K	Standard Meteorological Data
[TXT]	44062.adcp	2025-06-02 13:25	186K	Acoustic Doppler Current Profiler Data
[TXT]	44062.ocean	2025-06-10 20:20	628K	Oceanographic Data
[TXT]	44062.txt	2025-06-10 20:20	725K	Standard Meteorological Data
[TXT]	44063.adcp	2025-05-16 15:30	281K	Acoustic Doppler Current Profiler Data
[TXT]	44063.ocean	2025-06-10 20:20	675K	Oceanographic Data
[TXT]	44063.txt	2025-06-10 20:20	780K	Standard Meteorological Data
[TXT]	44065.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	44065.spec	2025-06-10 20:15	150K	Spectral Wave Summary Data
[TXT]	44065.supl	2025-06-10 20:25	307K	Supplemental Measurements Data
[TXT]	44065.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	44065.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	44065.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	44065.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	44065.txt	2025-06-10 20:25	601K	Standard Meteorological Data
[TXT]	44072.adcp	2025-06-10 20:20	80K	Acoustic Doppler Current Profiler Data
[TXT]	44072.ocean	2025-06-10 20:20	667K	Oceanographic Data
[TXT]	44072.txt	2025-06-10 20:20	770K	Standard Meteorological Data
[TXT]	44073.ocean	2025-06-10 19:35	369K	Oceanographic Data
[TXT]	44073.txt	2025-06-10 19:40	429K	Standard Meteorological Data
[TXT]	44078.ocean	2025-06-10 19:55	357K	Oceanographic Data
[TXT]	44078.spec	2025-06-10 19:55	51K	Spectral Wave Summary Data
[TXT]	44078.srad	2025-06-10 19:55	168K	Solar Radiation Data
[TXT]	44078.txt	2025-06-10 19:55	413K	Standard Meteorological Data
[TXT]	44079.ocean	2025-06-10 19:55	421K	Oceanographic Data
[TXT]	44079.spec	2025-06-10 19:55	61K	Spectral Wave Summary Data
[TXT]	44079.srad	2025-06-10 19:55	197K	Solar Radiation Data
[TXT]	44079.txt	2025-06-10 19:55	485K	Standard Meteorological Data
[TXT]	44080.ocean	2025-06-10 20:25	94K	Oceanographic Data
[TXT]	44080.spec	2025-06-10 20:20	63K	Spectral Wave Summary Data
[TXT]	44080.txt	2025-06-10 20:20	109K	Standard Meteorological Data
[TXT]	44084.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	44084.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44084.swdir	2025-06-10 20:10	955K	Spectral Wave Data (alpha1)
[TXT]	44084.swdir2	2025-06-10 20:10	954K	Spectral Wave Data (alpha2)
[TXT]	44084.swr1	2025-06-10 20:10	911K	Spectral Wave Data (r1)
[TXT]	44084.swr2	2025-06-10 20:10	911K	Spectral Wave Data (r2)
[TXT]	44084.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	44085.adcp	2025-06-10 20:25	71K	Acoustic Doppler Current Profiler Data
[TXT]	44085.data_spec	2025-06-10 20:25	1.4M	Raw Spectral Wave Data
[TXT]	44085.spec	2025-06-10 20:25	148K	Spectral Wave Summary Data
[TXT]	44085.swdir	2025-06-10 20:25	1.4M	Spectral Wave Data (alpha1)
[TXT]	44085.swdir2	2025-06-10 20:25	1.4M	Spectral Wave Data (alpha2)
[TXT]	44085.swr1	2025-06-10 20:25	1.3M	Spectral Wave Data (r1)
[TXT]	44085.swr2	2025-06-10 20:25	1.3M	Spectral Wave Data (r2)
[TXT]	44085.txt	2025-06-10 20:25	198K	Standard Meteorological Data
[TXT]	44086.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	44086.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44086.swdir	2025-06-10 20:10	962K	Spectral Wave Data (alpha1)
[TXT]	44086.swdir2	2025-06-10 20:10	963K	Spectral Wave Data (alpha2)
[TXT]	44086.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	44086.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	44086.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	44088.adcp	2025-06-10 20:25	69K	Acoustic Doppler Current Profiler Data
[TXT]	44088.data_spec	2025-06-10 20:00	1.5M	Raw Spectral Wave Data
[TXT]	44088.spec	2025-06-10 20:25	150K	Spectral Wave Summary Data
[TXT]	44088.swdir	2025-06-10 20:00	1.4M	Spectral Wave Data (alpha1)
[TXT]	44088.swdir2	2025-06-10 20:00	1.4M	Spectral Wave Data (alpha2)
[TXT]	44088.swr1	2025-06-10 20:00	1.3M	Spectral Wave Data (r1)
[TXT]	44088.swr2	2025-06-10 20:00	1.3M	Spectral Wave Data (r2)
[TXT]	44088.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	44089.data_spec	2025-06-10 20:10	243K	Raw Spectral Wave Data
[TXT]	44089.spec	2025-06-10 20:10	37K	Spectral Wave Summary Data
[TXT]	44089.swdir	2025-06-10 20:10	238K	Spectral Wave Data (alpha1)
[TXT]	44089.swdir2	2025-06-10 20:10	238K	Spectral Wave Data (alpha2)
[TXT]	44089.swr1	2025-06-10 20:10	224K	Spectral Wave Data (r1)
[TXT]	44089.swr2	2025-06-10 20:10	224K	Spectral Wave Data (r2)
[TXT]	44089.txt	2025-06-10 20:10	49K	Standard Meteorological Data
[TXT]	44090.adcp	2025-06-10 20:20	70K	Acoustic Doppler Current Profiler Data
[TXT]	44090.data_spec	2025-06-10 20:25	1.4M	Raw Spectral Wave Data
[TXT]	44090.spec	2025-06-10 20:20	136K	Spectral Wave Summary Data
[TXT]	44090.swdir	2025-06-10 20:25	1.0M	Spectral Wave Data (alpha1)
[TXT]	44090.swdir2	2025-06-10 20:25	1.0M	Spectral Wave Data (alpha2)
[TXT]	44090.swr1	2025-06-10 20:25	1.0M	Spectral Wave Data (r1)
[TXT]	44090.swr2	2025-06-10 20:25	1.0M	Spectral Wave Data (r2)
[TXT]	44090.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	44091.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	44091.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44091.swdir	2025-06-10 20:10	970K	Spectral Wave Data (alpha1)
[TXT]	44091.swdir2	2025-06-10 20:10	968K	Spectral Wave Data (alpha2)
[TXT]	44091.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	44091.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	44091.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	44095.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	44095.spec	2025-06-10 20:05	150K	Spectral Wave Summary Data
[TXT]	44095.swdir	2025-06-10 20:10	963K	Spectral Wave Data (alpha1)
[TXT]	44095.swdir2	2025-06-10 20:10	962K	Spectral Wave Data (alpha2)
[TXT]	44095.swr1	2025-06-10 20:10	912K	Spectral Wave Data (r1)
[TXT]	44095.swr2	2025-06-10 20:10	912K	Spectral Wave Data (r2)
[TXT]	44095.txt	2025-06-10 20:10	201K	Standard Meteorological Data
[TXT]	44097.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	44097.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44097.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	44097.swdir2	2025-06-10 20:10	973K	Spectral Wave Data (alpha2)
[TXT]	44097.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	44097.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	44097.txt	2025-06-10 20:10	201K	Standard Meteorological Data
[TXT]	44098.data_spec	2025-06-10 20:20	1.0M	Raw Spectral Wave Data
[TXT]	44098.spec	2025-06-10 20:20	150K	Spectral Wave Summary Data
[TXT]	44098.swdir	2025-06-10 20:20	967K	Spectral Wave Data (alpha1)
[TXT]	44098.swdir2	2025-06-10 20:20	966K	Spectral Wave Data (alpha2)
[TXT]	44098.swr1	2025-06-10 20:20	913K	Spectral Wave Data (r1)
[TXT]	44098.swr2	2025-06-10 20:20	913K	Spectral Wave Data (r2)
[TXT]	44098.txt	2025-06-10 20:20	200K	Standard Meteorological Data
[TXT]	44099.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	44099.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	44099.swdir	2025-06-10 20:10	968K	Spectral Wave Data (alpha1)
[TXT]	44099.swdir2	2025-06-10 20:10	966K	Spectral Wave Data (alpha2)
[TXT]	44099.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	44099.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	44099.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	44100.adcp	2025-06-10 20:25	71K	Acoustic Doppler Current Profiler Data
[TXT]	44100.data_spec	2025-06-10 20:25	1.5M	Raw Spectral Wave Data
